date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:30:05	300/300	---M-Z	200	added ('OK')	image/svg+xml	etag:%2212c-65114bf6-197ad5;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/be.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/be.svg	(from https://bonkai.xyz/)
22:30:05	296/296	---MCZ	200	added ('OK')	image/svg+xml	etag:%22128-65114bf6-197ad7;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/bg.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/bg.svg	(from https://bonkai.xyz/)
22:30:06	93118/93118	---M-Z	200	added ('OK')	image/svg+xml	etag:%2216bbe-65114bf6-197b06;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/es.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/es.svg	(from https://bonkai.xyz/)
22:30:06	331/331	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214b-65114bf6-197b01;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/ee.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/ee.svg	(from https://bonkai.xyz/)
22:30:06	374/374	---M-Z	200	added ('OK')	image/svg+xml	etag:%22176-65114bf6-197b6d;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/nl.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/nl.svg	(from https://bonkai.xyz/)
22:30:06	296/296	---MCZ	200	added ('OK')	image/svg+xml	etag:%22128-65114bf6-197b86;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/ru.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/ru.svg	(from https://bonkai.xyz/)
22:30:07	8450/8450	---M-Z	200	added ('OK')	image/svg+xml	etag:%222102-65114bf6-197b7f;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/pt.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/pt.svg	(from https://bonkai.xyz/)
22:30:07	231/231	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e7-65114bf6-197b7a;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/pl.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/pl.svg	(from https://bonkai.xyz/)
22:30:07	221/221	---MCZ	200	added ('OK')	image/svg+xml	etag:%22dd-65114bf6-197afa;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/de.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/de.svg	(from https://bonkai.xyz/)
22:30:07	704/704	---M-Z	200	added ('OK')	image/svg+xml	etag:%222c0-65114bf6-197b8c;gz%22	https://bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/se.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/datta-able/fonts/flag/flags/4x3/se.svg	(from https://bonkai.xyz/)
22:30:08	32005/32005	---M--	200	added ('OK')	image/png	etag:%227d05-6594b4df-1a2f42;;;%22	https://bonkai.xyz/public/uploads/20231206/1fa6596b55f481a903717d1d3ab7353b.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/1fa6596b55f481a903717d1d3ab7353b.png	(from https://bonkai.xyz/)
22:30:08	20577/20577	---M--	200	added ('OK')	image/png	etag:%225061-6594b4df-1a2f54;;;%22	https://bonkai.xyz/public/uploads/20231206/4c2d7dfae083fcd93701806ae8fdb775.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/4c2d7dfae083fcd93701806ae8fdb775.png	(from https://bonkai.xyz/)
22:30:09	296969/296969	---M--	200	added ('OK')	image/png	etag:%2248809-6594b4df-1a2f36;;;%22	https://bonkai.xyz/public/uploads/20231206/6d5f7e134dcccb2d24bf9c1bdfe50390.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/6d5f7e134dcccb2d24bf9c1bdfe50390.png	(from https://bonkai.xyz/)
22:30:09	312720/312720	---M--	200	added ('OK')	image/png	etag:%224c590-6594b4df-1a2f3b;;;%22	https://bonkai.xyz/public/uploads/20231206/e08dc47dbcfae42066aef937ae4c4bbb.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/e08dc47dbcfae42066aef937ae4c4bbb.png	(from https://bonkai.xyz/)
22:30:09	50991/50991	---M--	200	added ('OK')	image/png	etag:%22c72f-6594b4df-1a2f60;;;%22	https://bonkai.xyz/public/uploads/20231206/a2fc369a55f48ae3b0c524b0e73c19e5.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/a2fc369a55f48ae3b0c524b0e73c19e5.png	(from https://bonkai.xyz/)
22:30:09	48636/48636	---M--	200	added ('OK')	image/png	etag:%22bdfc-6594b4df-1a2f4a;;;%22	https://bonkai.xyz/public/uploads/20231206/530c02dad9d3e967990552078c9e804a.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/530c02dad9d3e967990552078c9e804a.png	(from https://bonkai.xyz/)
22:30:11	184797/184797	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2015:30:11%20GMT	https://bonkai.xyz/registration	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/registration.html	(from https://bonkai.xyz/)
22:30:13	241716/241716	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Feb%202024%2015:30:13%20GMT	https://bonkai.xyz/page/about-us	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/page/about-us.html	(from https://bonkai.xyz/)
22:30:14	66463/66463	---M--	200	added ('OK')	image/png	etag:%221039f-6594b4df-1a2f63;;;%22	https://bonkai.xyz/public/uploads/20231206/a94420f73c6d5a063572ef63dda3517e.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/a94420f73c6d5a063572ef63dda3517e.png	(from https://bonkai.xyz/)
22:30:14	20049/20049	---M--	200	added ('OK')	image/png	etag:%224e51-6594b4df-1a2f38;;;%22	https://bonkai.xyz/public/uploads/20231206/d79a61654674c81e0dc1501a97e23372.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/d79a61654674c81e0dc1501a97e23372.png	(from https://bonkai.xyz/)
22:30:14	310982/310982	---M--	200	added ('OK')	image/png	etag:%224bec6-6594b5db-1a30e2;;;%22	https://bonkai.xyz/public/uploads/20240103/9e60ffa9773c59ce392694dd69256b9d.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20240103/9e60ffa9773c59ce392694dd69256b9d.png	(from https://bonkai.xyz/)
22:30:14	21840/21840	---M--	200	added ('OK')	image/png	etag:%225550-6594b4df-1a2f5c;;;%22	https://bonkai.xyz/public/uploads/20231206/d53b3e3df2b5786d65564a61acd732ad.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/d53b3e3df2b5786d65564a61acd732ad.png	(from https://bonkai.xyz/)
22:30:14	8214/8214	---M--	200	added ('OK')	image/png	etag:%222016-6594b4df-1a2f4c;;;%22	https://bonkai.xyz/public/uploads/20231206/2634ae316f3414077b0aed1c2439e136.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/2634ae316f3414077b0aed1c2439e136.png	(from https://bonkai.xyz/)
22:30:15	8038/8038	---M--	200	added ('OK')	image/png	etag:%221f66-6594b4df-1a2f50;;;%22	https://bonkai.xyz/public/uploads/20231206/aa19d13e9bbc81b3145bf1f3f5609c2e.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/aa19d13e9bbc81b3145bf1f3f5609c2e.png	(from https://bonkai.xyz/)
22:30:15	31042/31042	---M--	200	added ('OK')	image/png	etag:%227942-6594b4df-1a2f45;;;%22	https://bonkai.xyz/public/uploads/20231206/d1410b52fed9fd0f05d8938d35f1819e.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/d1410b52fed9fd0f05d8938d35f1819e.png	(from https://bonkai.xyz/)
22:30:15	46240/46240	---M--	200	added ('OK')	image/png	etag:%22b4a0-6594b4df-1a2f51;;;%22	https://bonkai.xyz/public/uploads/20231206/7e2983395853e80fc241d39587a814e8.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/7e2983395853e80fc241d39587a814e8.png	(from https://bonkai.xyz/)
22:30:15	2302/2302	---M-Z	200	added ('OK')	image/svg+xml	etag:%228fe-6594b4df-1a2f61;gz%22	https://bonkai.xyz/public/uploads/20231206/5f3d473fb049f7f6045bf6811cb00ec1.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/5f3d473fb049f7f6045bf6811cb00ec1.svg	(from https://bonkai.xyz/)
22:30:16	3638/3638	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e36-6594b4df-1a2f52;gz%22	https://bonkai.xyz/public/uploads/20231206/1abc1c43fdc1125632c0405d89ebbd75.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/1abc1c43fdc1125632c0405d89ebbd75.svg	(from https://bonkai.xyz/)
22:30:16	2214/2214	---M-Z	200	added ('OK')	image/svg+xml	etag:%228a6-6594b4df-1a2f64;gz%22	https://bonkai.xyz/public/uploads/20231206/c9425cf2b8fd125b11e515d63e02c804.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/c9425cf2b8fd125b11e515d63e02c804.svg	(from https://bonkai.xyz/)
22:30:16	71466/71466	---M--	200	added ('OK')	image/png	etag:%221172a-6594b4df-1a2f58;;;%22	https://bonkai.xyz/public/uploads/20231206/0a8a47f13ec69c1ec1bcac39ac343773.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/0a8a47f13ec69c1ec1bcac39ac343773.png	(from https://bonkai.xyz/)
22:30:17	44510/44510	---M--	200	added ('OK')	image/png	etag:%22adde-6594b4df-1a2f57;;;%22	https://bonkai.xyz/public/uploads/20231206/ba09136613027ea56404986b2901f967.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/ba09136613027ea56404986b2901f967.png	(from https://bonkai.xyz/)
22:30:17	65970/65970	---M--	200	added ('OK')	image/png	etag:%22101b2-6594b4df-1a2f5a;;;%22	https://bonkai.xyz/public/uploads/20231206/b75521158893bdeec4ed5897175a9a92.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/b75521158893bdeec4ed5897175a9a92.png	(from https://bonkai.xyz/)
22:30:18	40261/40261	---M--	200	added ('OK')	image/png	etag:%229d45-6594b4df-1a2f56;;;%22	https://bonkai.xyz/public/uploads/20231206/4c7cb0c9b8e582dd8f88082e71dd263b.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/4c7cb0c9b8e582dd8f88082e71dd263b.png	(from https://bonkai.xyz/)
22:30:19	2299/2299	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2016%20Feb%202024%2015:30:20%20GMT	https://bonkai.xyz/www.youtube.com/watch?v=qTgPSKKjfVg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/www.youtube.com/watch7449	(from https://bonkai.xyz/)
22:30:20	135588/135588	---M--	200	added ('OK')	image/png	etag:%22211a4-6594b4df-1a2f3d;;;%22	https://bonkai.xyz/public/uploads/20231206/9678b04cf2a8f2acab8218849b4c86a3.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/9678b04cf2a8f2acab8218849b4c86a3.png	(from https://bonkai.xyz/)
22:30:20	120180/120180	---M--	200	added ('OK')	image/png	etag:%221d574-6594b4df-1a2f5b;;;%22	https://bonkai.xyz/public/uploads/20231206/5f57072d18b1ef5eb6944ce21894e9d2.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/5f57072d18b1ef5eb6944ce21894e9d2.png	(from https://bonkai.xyz/)
22:30:21	126458/126458	---M--	200	added ('OK')	image/png	etag:%221edfa-6594b4df-1a2f4b;;;%22	https://bonkai.xyz/public/uploads/20231206/ef503ae5c2b4ef9f2fa2e4549aff9584.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/ef503ae5c2b4ef9f2fa2e4549aff9584.png	(from https://bonkai.xyz/)
22:30:21	101681/101681	---M--	200	added ('OK')	image/png	etag:%2218d31-6594b4df-1a2f48;;;%22	https://bonkai.xyz/public/uploads/20231206/9e2794e13e5a84bc4746e3d3e74251ae.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/9e2794e13e5a84bc4746e3d3e74251ae.png	(from https://bonkai.xyz/)
22:30:21	30728/30728	---M--	200	added ('OK')	image/png	etag:%227808-6594b4df-1a2f5d;;;%22	https://bonkai.xyz/public/uploads/20231206/5415e032da3c25d121bad2011043cff7.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/5415e032da3c25d121bad2011043cff7.png	(from https://bonkai.xyz/)
22:30:21	154633/154633	---M--	200	added ('OK')	image/png	etag:%2225c09-6594b4df-1a2f3e;;;%22	https://bonkai.xyz/public/uploads/20231206/7a31006bdfd11434a3cc6d2264607d5b.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/7a31006bdfd11434a3cc6d2264607d5b.png	(from https://bonkai.xyz/)
22:30:22	31808/31808	---M--	200	added ('OK')	image/png	etag:%227c40-6594b4df-1a2f46;;;%22	https://bonkai.xyz/public/uploads/20231206/4ed0c8417b3d1e5a2dae389a3456b334.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/4ed0c8417b3d1e5a2dae389a3456b334.png	(from https://bonkai.xyz/)
22:30:22	38961/38961	---M--	200	added ('OK')	image/png	etag:%229831-6594b4df-1a2f5f;;;%22	https://bonkai.xyz/public/uploads/20231206/706834b54dd60510c2b3578e1ed08bfc.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/706834b54dd60510c2b3578e1ed08bfc.png	(from https://bonkai.xyz/)
22:30:22	33089/33089	---M--	200	added ('OK')	image/png	etag:%228141-6594b4df-1a2f67;;;%22	https://bonkai.xyz/public/uploads/20231206/eec361e16599c8301c84c065b75fe010.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/eec361e16599c8301c84c065b75fe010.png	(from https://bonkai.xyz/)
22:30:22	27309/27309	---M--	200	added ('OK')	image/png	etag:%226aad-6594b4df-1a2f59;;;%22	https://bonkai.xyz/public/uploads/20231206/c666b9e6ed564ae7ccf01bbebf899f2e.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/c666b9e6ed564ae7ccf01bbebf899f2e.png	(from https://bonkai.xyz/)
22:30:22	22489/22489	---M--	200	added ('OK')	image/png	etag:%2257d9-6594b4df-1a2f4f;;;%22	https://bonkai.xyz/public/uploads/20231206/c2cf9d978aaabc534f078d235fa14139.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/c2cf9d978aaabc534f078d235fa14139.png	(from https://bonkai.xyz/)
22:30:23	101681/101681	---M--	200	added ('OK')	image/png	etag:%2218d31-6594b4df-1a2f53;;;%22	https://bonkai.xyz/public/uploads/20231206/e48e4e02cbb94d424f2de0f7abba7db7.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/e48e4e02cbb94d424f2de0f7abba7db7.png	(from https://bonkai.xyz/)
22:30:23	35274/35274	---M--	200	added ('OK')	image/png	etag:%2289ca-6594b4df-1a2f3a;;;%22	https://bonkai.xyz/public/uploads/20231206/6dbb9fed6c5d243c196a98601a75585d.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/6dbb9fed6c5d243c196a98601a75585d.png	(from https://bonkai.xyz/)
22:30:23	28371/28371	---M--	200	added ('OK')	image/png	etag:%226ed3-6594b4df-1a2f39;;;%22	https://bonkai.xyz/public/uploads/20231206/e30a4408f3463ec6629ba5e17a2fc552.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/e30a4408f3463ec6629ba5e17a2fc552.png	(from https://bonkai.xyz/)
22:30:24	13504/13504	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234c0-6594b4df-1a2f44;gz%22	https://bonkai.xyz/public/uploads/20231206/780eabea4d52188a109ca419a2efa503.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/780eabea4d52188a109ca419a2efa503.svg	(from https://bonkai.xyz/)
22:30:24	132706/132706	---M--	200	added ('OK')	image/png	etag:%2220662-6594b4df-1a2f40;;;%22	https://bonkai.xyz/public/uploads/20231206/1f9b9fe55d960b0854fce0757b4d9639.png	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/1f9b9fe55d960b0854fce0757b4d9639.png	(from https://bonkai.xyz/)
22:30:24	13498/13498	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234ba-6594b4df-1a2f4d;gz%22	https://bonkai.xyz/public/uploads/20231206/7bf15bba56e2917093707576728be604.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/7bf15bba56e2917093707576728be604.svg	(from https://bonkai.xyz/)
22:30:24	18201/18201	---M-Z	200	added ('OK')	image/svg+xml	etag:%224719-6594b4df-1a2f43;gz%22	https://bonkai.xyz/public/uploads/20231206/25ac749aaaf607179d97f0bc700f70da.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/25ac749aaaf607179d97f0bc700f70da.svg	(from https://bonkai.xyz/)
22:30:24	18197/18197	---M-Z	200	added ('OK')	image/svg+xml	etag:%224715-6594b4df-1a2f62;gz%22	https://bonkai.xyz/public/uploads/20231206/e27dc78dd9b87c189c330ae92c0339f3.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/e27dc78dd9b87c189c330ae92c0339f3.svg	(from https://bonkai.xyz/)
22:30:25	10074/10074	---M-Z	200	added ('OK')	image/svg+xml	etag:%22275a-6594b4df-1a2f55;gz%22	https://bonkai.xyz/public/uploads/20231206/23c5ac6d472eec3e9dcc5bea6f100b08.svg	D:/LapTrinh%20Html/Project/bonkai.xyz/bonkai.xyz/public/uploads/20231206/23c5ac6d472eec3e9dcc5bea6f100b08.svg	(from https://bonkai.xyz/)
