date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:58	11140/11140	---M--	200	added ('OK')	image/png	etag:%222b84-65ce9ec9-dc4ae06fe02b177c;;;%22	https://goldenbull.site/images/textlogo10.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo10.png	(from https://goldenbull.site/)
22:33:59	139896/139896	---M--	200	added ('OK')	image/png	etag:%2222278-65ce9ec9-5dc2cf7f41e2aaee;;;%22	https://goldenbull.site/images/logoher.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/logoher.png	(from https://goldenbull.site/)
22:34:00	6197/6197	---M--	200	added ('OK')	image/png	etag:%221835-65ce9ec9-cb175dfe74339725;;;%22	https://goldenbull.site/images/textlogo9.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo9.png	(from https://goldenbull.site/)
22:34:00	10325/10325	---M--	200	added ('OK')	image/png	etag:%222855-65ce9ec9-b144256ced421c16;;;%22	https://goldenbull.site/images/textlogo3.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo3.png	(from https://goldenbull.site/)
22:34:00	9378/9378	---M--	200	added ('OK')	image/png	etag:%2224a2-65ce9ec9-368a9373f2b0e8b4;;;%22	https://goldenbull.site/images/textlogo4.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo4.png	(from https://goldenbull.site/)
22:34:01	9998/9998	---M--	200	added ('OK')	image/png	etag:%22270e-65ce9ec9-4f8809003f8e42de;;;%22	https://goldenbull.site/images/textlogo5.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo5.png	(from https://goldenbull.site/)
22:34:01	10612/10612	---M--	200	added ('OK')	image/png	etag:%222974-65ce9ec9-102e86d87d7560c3;;;%22	https://goldenbull.site/images/textlogo6.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo6.png	(from https://goldenbull.site/)
22:34:01	7488/7488	---M--	200	added ('OK')	image/png	etag:%221d40-65ce9ec9-617678470027bc95;;;%22	https://goldenbull.site/images/textlogo7.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo7.png	(from https://goldenbull.site/)
22:34:01	9572/9572	---M--	200	added ('OK')	image/png	etag:%222564-65ce9ec9-9f71f7e79cdf3fde;;;%22	https://goldenbull.site/images/textlogo8.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/textlogo8.png	(from https://goldenbull.site/)
22:34:02	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-65ce9ec9-7e0dfbb2fbf1005c;gz%22	https://goldenbull.site/css/widget-icon-list.min.css	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/css/widget-icon-list.min.css	(from https://goldenbull.site/)
22:34:02	7021/7021	---M--	200	added ('OK')	image/png	etag:%221b6d-65ce9ec9-4af14025e37c4b3a;;;%22	https://goldenbull.site/images/PancakeSwap.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/PancakeSwap.png	(from https://goldenbull.site/)
22:34:02	581828/581828	---M--	200	added ('OK')	image/png	etag:%228e0c4-65ce9f02-98a96abbacaa1d31;;;%22	https://goldenbull.site/images/logo.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/logo.png	(from https://goldenbull.site/)
22:34:02	6769/6769	---M--	200	added ('OK')	image/png	etag:%221a71-65ce9ec9-f95881b86c74793f;;;%22	https://goldenbull.site/images/BscScan-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/BscScan-300x113.png	(from https://goldenbull.site/)
22:34:03	8643/8643	---M--	200	added ('OK')	image/png	etag:%2221c3-65ce9ec9-7dd34df65db570fe;;;%22	https://goldenbull.site/images/CoinGecko-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/CoinGecko-300x113.png	(from https://goldenbull.site/)
22:34:03	5513/5513	---M--	200	added ('OK')	image/png	etag:%221589-65ce9ec9-db2bb32622d353ef;;;%22	https://goldenbull.site/images/CoinMarketCap-300x103.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/CoinMarketCap-300x103.png	(from https://goldenbull.site/)
22:34:03	7550/7550	---M--	200	added ('OK')	image/png	etag:%221d7e-65ce9ec9-c0efdd751cd11cb2;;;%22	https://goldenbull.site/images/DEXTools-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/DEXTools-300x113.png	(from https://goldenbull.site/)
22:34:03	6316/6316	---M--	200	added ('OK')	image/png	etag:%2218ac-65ce9ec9-5fd83ccbb88a4e95;;;%22	https://goldenbull.site/images/DEXView-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/DEXView-300x113.png	(from https://goldenbull.site/)
22:34:04	6583/6583	---M--	200	added ('OK')	image/png	etag:%2219b7-65ce9ec9-61677d2e8cc43de5;;;%22	https://goldenbull.site/images/InterFi-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/InterFi-300x113.png	(from https://goldenbull.site/)
22:34:04	6608/6608	---M--	200	added ('OK')	image/png	etag:%2219d0-65ce9ec9-f1ab675761e221d9;;;%22	https://goldenbull.site/images/Metamask-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/Metamask-300x113.png	(from https://goldenbull.site/)
22:34:04	6678/6678	---M--	200	added ('OK')	image/png	etag:%221a16-65ce9ec9-71cf16382da5772d;;;%22	https://goldenbull.site/images/PancakeSwap-300x96.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/PancakeSwap-300x96.png	(from https://goldenbull.site/)
22:34:04	5546/5546	---M--	200	added ('OK')	image/png	etag:%2215aa-65ce9ec9-fdbd076c2d17ae3f;;;%22	https://goldenbull.site/images/AvaDex-300x113.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/AvaDex-300x113.png	(from https://goldenbull.site/)
22:34:05	36870/36870	---M-Z	200	added ('OK')	text/css	etag:%229006-65ce9ec9-6e1228d8bea4fe95;gz%22	https://goldenbull.site/css/fresco.css	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/css/fresco.css	(from https://goldenbull.site/)
22:34:05	3303/3303	---M-Z	200	added ('OK')	text/css	etag:%22ce7-65ce9ec9-35e95721f901911;gz%22	https://goldenbull.site/css/lqd-essentials.min.css	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/css/lqd-essentials.min.css	(from https://goldenbull.site/)
22:34:05	650/650	---M-Z	200	added ('OK')	text/css	etag:%2228a-65ce9ec9-88a336f2e3d49668;gz%22	https://goldenbull.site/css/solid.min.css	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/css/solid.min.css	(from https://goldenbull.site/)
22:34:06	6010/6010	---M-Z	200	added ('OK')	application/x-javascript	etag:%22177a-65ce9ec9-a6f0a62a08a0fb0b;gz%22	https://goldenbull.site/js/copy-the-code.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/copy-the-code.js	(from https://goldenbull.site/)
22:34:06	2065/2065	---M-Z	200	added ('OK')	application/x-javascript	etag:%22811-65ce9ec9-9256c9a85bab5aeb;gz%22	https://goldenbull.site/js/fastdom.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/fastdom.min.js	(from https://goldenbull.site/)
22:34:06	27289/27289	---M-Z	200	added ('OK')	application/x-javascript	etag:%226a99-65ce9ec9-e07d00fb132699f1;gz%22	https://goldenbull.site/js/bootstrap.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/bootstrap.min.js	(from https://goldenbull.site/)
22:34:06	5584/5584	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d0-65ce9ec9-b118d040c7cba47f;gz%22	https://goldenbull.site/js/imagesloaded.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/imagesloaded.min.js	(from https://goldenbull.site/)
22:34:07	108112/108112	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a650-65ce9ec9-2f8f27fec23c263a;gz%22	https://goldenbull.site/js/jquery-ui.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/jquery-ui.min.js	(from https://goldenbull.site/)
22:34:07	74042/74042	---M-Z	200	added ('OK')	application/x-javascript	etag:%221213a-65ce9ec9-68cb7de5c63d9fdc;gz%22	https://goldenbull.site/js/fresco.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/fresco.js	(from https://goldenbull.site/)
22:34:07	5178/5178	---M-Z	200	added ('OK')	application/x-javascript	etag:%22143a-65ce9ec9-814a3b1e869c7eba;gz%22	https://goldenbull.site/js/lity.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/lity.min.js	(from https://goldenbull.site/)
22:34:07	63069/63069	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f65d-65ce9ec9-6963d4ad98eecffc;gz%22	https://goldenbull.site/js/gsap.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/gsap.min.js	(from https://goldenbull.site/)
22:34:08	6907/6907	---M-Z	200	added ('OK')	application/x-javascript	etag:%221afb-65ce9ec9-fd8cda88f7962da9;gz%22	https://goldenbull.site/js/CustomEase.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/CustomEase.min.js	(from https://goldenbull.site/)
22:34:08	4144/4144	---M-Z	200	added ('OK')	application/x-javascript	etag:%221030-65ce9ec9-63522fdbc9798f33;gz%22	https://goldenbull.site/js/DrawSVGPlugin.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/DrawSVGPlugin.min.js	(from https://goldenbull.site/)
22:34:08	35081/35081	---M-Z	200	added ('OK')	application/x-javascript	etag:%228909-65ce9ec9-6fa3614656aeb177;gz%22	https://goldenbull.site/js/ScrollTrigger.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/ScrollTrigger.min.js	(from https://goldenbull.site/)
22:34:09	1032/1032	---M-Z	200	added ('OK')	application/x-javascript	etag:%22408-65ce9ec9-f1e8f5d702ca7abb;gz%22	https://goldenbull.site/js/liquidDrawShape.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/liquidDrawShape.min.js	(from https://goldenbull.site/)
22:34:09	3645/3645	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e3d-65ce9ec9-5a912753f19997fa;gz%22	https://goldenbull.site/js/liquidAnimatedBlob.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/liquidAnimatedBlob.min.js	(from https://goldenbull.site/)
22:34:09	5823/5823	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216bf-65ce9ec9-653e3dabf7c5673d;gz%22	https://goldenbull.site/js/fontfaceobserver.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/fontfaceobserver.js	(from https://goldenbull.site/)
22:34:09	6778/6778	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a7a-65ce9ec9-996c35ee63470d4;gz%22	https://goldenbull.site/js/intersection-observer.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/intersection-observer.js	(from https://goldenbull.site/)
22:34:10	8746/8746	---M-Z	200	added ('OK')	application/x-javascript	etag:%22222a-65ce9ec9-e8130ce3c9bd81b7;gz%22	https://goldenbull.site/js/lazyload.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/lazyload.min.js	(from https://goldenbull.site/)
22:34:10	14585/14585	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238f9-65ce9ec9-2ec2bbc454ce5593;gz%22	https://goldenbull.site/js/tinycolor-min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/tinycolor-min.js	(from https://goldenbull.site/)
22:34:10	15401/15401	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c29-65ce9ec9-d024dbe3016b99e9;gz%22	https://goldenbull.site/js/SplitText.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/SplitText.min.js	(from https://goldenbull.site/)
22:34:11	301052/301052	---M-Z	200	added ('OK')	application/x-javascript	etag:%22497fc-65ce9ec9-d5d9e8e7000aa56;gz%22	https://goldenbull.site/js/theme.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/theme.min.js	(from https://goldenbull.site/)
22:34:11	55720/55720	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d9a8-65ce9ec9-3938f4dbe313024e;gz%22	https://goldenbull.site/js/flickity.pkgd.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/flickity.pkgd.min.js	(from https://goldenbull.site/)
22:34:11	3523/3523	---M-Z	200	added ('OK')	application/x-javascript	etag:%22dc3-65ce9ec9-e98ad5581189d5ca;gz%22	https://goldenbull.site/js/flickity-fade.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/flickity-fade.min.js	(from https://goldenbull.site/)
22:34:11	4139/4139	---M-Z	200	added ('OK')	application/x-javascript	etag:%22102b-65ce9ec9-1bdbccc04d60aaf0;gz%22	https://goldenbull.site/js/webpack.runtime.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/webpack.runtime.min.js	(from https://goldenbull.site/)
22:34:12	51695/51695	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c9ef-65ce9ec9-41441aad25c62179;gz%22	https://goldenbull.site/js/frontend-modules.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/frontend-modules.min.js	(from https://goldenbull.site/)
22:34:12	8816/8816	---M-Z	200	added ('OK')	application/x-javascript	etag:%222270-65ce9ec9-dcc7bf99f059f44f;gz%22	https://goldenbull.site/js/waypoints.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/waypoints.min.js	(from https://goldenbull.site/)
22:34:12	21483/21483	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253eb-65ce9ec9-5ff60393520e40f9;gz%22	https://goldenbull.site/js/core.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/core.min.js	(from https://goldenbull.site/)
22:34:13	39967/39967	---M-Z	200	added ('OK')	application/x-javascript	etag:%229c1f-65ce9ec9-e92d8b942909f8ee;gz%22	https://goldenbull.site/js/frontend.min.js	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/js/frontend.min.js	(from https://goldenbull.site/)
22:34:14	94248/94248	---M--	200	added ('OK')	font/woff2	etag:%2217028-65ce9ec9-a4562e4c1e0c3107;;;%22	https://goldenbull.site/fonts/eicons.woff2	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/eicons.woff2	(from https://goldenbull.site/css/elementor-icons.min.css)
22:34:15	213952/213952	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22343c0-65ce9ec9-3705da1bfc2e0096;gz%22	https://goldenbull.site/fonts/eicons.eot	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/eicons.eot	(from https://goldenbull.site/css/elementor-icons.min.css)
22:34:15	115572/115572	---M--	200	added ('OK')	application/font-woff	etag:%221c374-65ce9ec9-944266db58429357;;;%22	https://goldenbull.site/fonts/eicons.woff	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/eicons.woff	(from https://goldenbull.site/css/elementor-icons.min.css)
22:34:16	321759/321759	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e8df-65ce9ec9-f28f3e62a24a452a;gz%22	https://goldenbull.site/fonts/eicons.svg	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/eicons.svg	(from https://goldenbull.site/css/elementor-icons.min.css)
22:34:16	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-65ce9ec9-fa9bfb12a9cb1a5f;gz%22	https://goldenbull.site/fonts/fa-brands-400.eot	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-brands-400.eot	(from https://goldenbull.site/css/brands.min.css)
22:34:16	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-65ce9ec9-9e251c5ba92e67f;;;%22	https://goldenbull.site/fonts/fa-brands-400.woff2	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-brands-400.woff2	(from https://goldenbull.site/css/brands.min.css)
22:34:17	213792/213792	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2234320-65ce9ec9-e8e114ed38008b32;gz%22	https://goldenbull.site/fonts/eicons.ttf	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/eicons.ttf	(from https://goldenbull.site/css/elementor-icons.min.css)
22:34:17	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2215fcc-65ce9ec9-142f3d78f51d6da7;;;%22	https://goldenbull.site/fonts/fa-brands-400.woff	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-brands-400.woff	(from https://goldenbull.site/css/brands.min.css)
22:34:17	134040/134040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b98-65ce9ec9-3766ee82d954bc10;gz%22	https://goldenbull.site/fonts/fa-brands-400.ttf	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-brands-400.ttf	(from https://goldenbull.site/css/brands.min.css)
22:34:18	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/GET	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/GET	(from https://goldenbull.site/js/lottie.min.js)
22:34:18	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6819-65ce9ec9-6c50f0eb350ebdc8;gz%22	https://goldenbull.site/fonts/fa-brands-400.svg	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-brands-400.svg	(from https://goldenbull.site/css/brands.min.css)
22:34:18	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/giItT1WQy@!-/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/giItT1WQy@!-/index.html	(from https://goldenbull.site/js/lottie.min.js)
22:34:18	699/699	---M--	403	error ('Forbidden')	text/html	date:Fri,%2016%20Feb%202024%2015:34:19%20GMT	https://goldenbull.site/images/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/index.html	(from https://goldenbull.site/js/lottie.min.js)
22:34:19	38463/38463	---M--	200	added ('OK')	image/png	etag:%22963f-65ce9ec9-e4e9a5edc29051cf;;;%22	https://goldenbull.site/images/sprite.png	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/images/sprite.png	(from https://goldenbull.site/css/fresco.css)
22:34:19	148468/148468	---M-Z	200	added ('OK')	image/svg+xml	etag:%22243f4-65ce9ec9-269ae0d2f5df2c0d;gz%22	https://goldenbull.site/fonts/sprite.svg	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/sprite.svg	(from https://goldenbull.site/css/fresco.css)
22:34:20	6024/6024	---M--	200	added ('OK')	font/woff2	etag:%221788-65ce9ec9-94fd91922f4120eb;;;%22	https://goldenbull.site/fonts/lqd-essentials.woff2	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/lqd-essentials.woff2	(from https://goldenbull.site/css/lqd-essentials.min.css)
22:34:20	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-65ce9ec9-42ab0e798b56514f;;;%22	https://goldenbull.site/fonts/fa-solid-900.woff2	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-solid-900.woff2	(from https://goldenbull.site/css/solid.min.css)
22:34:21	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-65ce9ec9-f9c9dc0e5d106bc2;;;%22	https://goldenbull.site/fonts/fa-solid-900.woff	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-solid-900.woff	(from https://goldenbull.site/css/solid.min.css)
